iter	Logloss
391	0.4781383514
392	0.4776695251
393	0.4773712635
394	0.4768940926
395	0.4765261173
396	0.4763037682
397	0.4759212494
398	0.4754916191
399	0.4753806591
400	0.4751069069
401	0.474780798
402	0.4744473457
403	0.4741968155
404	0.4739665508
405	0.4737405777
406	0.4734505177
407	0.4731955528
408	0.4729235649
409	0.4727169514
410	0.4723070145
411	0.4721160889
412	0.4718817711
413	0.4715678215
414	0.4712625504
415	0.470943594
416	0.4706216812
417	0.4700510025
418	0.4695808411
419	0.4691606522
420	0.4690367699
421	0.4687401772
422	0.4683240891
423	0.467983675
424	0.4676119328
425	0.4673287392
426	0.4671516418
427	0.4668411255
428	0.4667338371
429	0.4664761066
430	0.4661455154
431	0.4659429073
432	0.4655752182
433	0.4653805733
434	0.465020752
435	0.4647005081
436	0.4641662598
437	0.4640514374
438	0.4638325214
439	0.4636829376
440	0.4634609222
441	0.4632172585
442	0.4630963802
443	0.4626928329
444	0.4622110844
445	0.4618291855
446	0.4613728523
447	0.4609050751
448	0.4606768608
449	0.4603838921
450	0.460185051
451	0.460027504
452	0.4598685741
453	0.4595743656
454	0.4592356205
455	0.4590209007
456	0.4586585522
457	0.458417654
458	0.45804739
459	0.4577265739
460	0.4574466228
461	0.4573772907
462	0.4570940971
463	0.4566434383
464	0.4561718941
465	0.4558707714
466	0.4558013916
467	0.4555238724
468	0.4553203583
469	0.4549788475
470	0.4546553135
471	0.4543749332
472	0.4541280746
473	0.453822422
474	0.4536096573
475	0.4534136772
476	0.4529057503
477	0.4526260853
478	0.4522922516
479	0.4519298077
480	0.4516669273
481	0.4515270233
482	0.4512646198
483	0.4510783195
484	0.4508015633
485	0.4505990982
486	0.4503025532
487	0.4500536919
488	0.4495560646
489	0.4492405891
490	0.4487708569
491	0.4484499931
492	0.4482524395
493	0.4480492592
494	0.4477723598
495	0.4474255085
496	0.447053194
497	0.4468910217
498	0.4466238022
499	0.44645648
500	0.4460727692
501	0.4456882
502	0.4454241753
503	0.4452896118
504	0.4451874256
505	0.4448701859
506	0.4446375847
507	0.4444095135
508	0.4442678928
509	0.4439823151
510	0.4437175751
511	0.4436936855
512	0.4432130337
513	0.4429606915
514	0.4427026749
515	0.4422868729
516	0.4421402931
517	0.4418395042
518	0.4416592121
519	0.4413339138
520	0.4409954548
521	0.4407238007
522	0.440460968
523	0.4401986122
524	0.4401567459
525	0.4398787022
526	0.4396406174
527	0.4393860817
528	0.4391228676
529	0.4389393806
530	0.4386411667
531	0.4383255005
532	0.4382728577
533	0.4381201744
534	0.4380465031
535	0.4378303528
536	0.4375938416
537	0.4375795364
538	0.4372071743
539	0.436948061
540	0.4368325233
541	0.4366667747
542	0.436618042
543	0.4366177559
544	0.436286068
545	0.4361079216
546	0.4357324123
547	0.4355443001
548	0.435309124
549	0.4349691391
550	0.4346194267
551	0.4342679501
552	0.4338894367
553	0.4336555958
554	0.433390522
555	0.433133173
556	0.4328396797
557	0.4326134205
558	0.4322861195
559	0.4321172237
560	0.4319068909
561	0.4316941261
562	0.4315156937
563	0.4312706947
564	0.4311471939
565	0.4309114456
566	0.4307250023
567	0.4305047512
568	0.4302149773
569	0.4300319672
570	0.4297365189
571	0.4295374393
572	0.4293318272
573	0.4290081978
574	0.4287151814
575	0.4285014153
576	0.4283446312
577	0.4280779362
578	0.427818203
579	0.4274540424
580	0.4273156643
581	0.4271740437
582	0.4269934654
583	0.4268793583
584	0.4267343998
585	0.4264103413
586	0.4262126446
587	0.4258954525
588	0.4257516861
589	0.425483799
590	0.4250793457
591	0.4247371674
592	0.4243620872
593	0.4241541862
594	0.4240035057
595	0.4238757133
596	0.423504734
597	0.4232321739
598	0.4230883598
599	0.4227934361
600	0.4224890709
601	0.4222887039
602	0.4220067024
603	0.4216492653
604	0.4215028286
605	0.4212901115
606	0.4210929871
607	0.4208475113
608	0.4207355022
609	0.4203796387
610	0.4200604439
611	0.4197766304
612	0.4195085526
613	0.4193340302
614	0.4189180851
615	0.4187621117
616	0.4187359333
617	0.4186640739
618	0.4182547569
619	0.4181125641
620	0.4178777218
621	0.4175912857
622	0.4174931526
623	0.4171788692
624	0.4169790745
625	0.4167800903
626	0.4163136959
627	0.4159676552
628	0.4157405853
629	0.4155037403
630	0.4150979996
631	0.4150112629
632	0.4147810936
633	0.414465332
634	0.4142866135
635	0.4139053345
636	0.4137065887
637	0.4134983063
638	0.4132641792
639	0.412868309
640	0.4125804424
641	0.4123360634
642	0.4119835377
643	0.4117288113
644	0.411438942
645	0.4111008644
646	0.4108933449
647	0.4107365608
648	0.4105342865
649	0.4102702141
650	0.4100995064
651	0.4098632812
652	0.4097483158
653	0.4095368385
654	0.4093644142
655	0.4090303898
656	0.4088195801
657	0.4084815025
658	0.4082476616
659	0.4080144405
660	0.4077879906
661	0.4075801849
662	0.407235527
663	0.4070230484
664	0.4068441868
665	0.4064639568
666	0.4062577724
667	0.4060799122
668	0.4059157372
669	0.4057454586
670	0.4054123402
671	0.4051734924
672	0.4049998283
673	0.4048988819
674	0.4045529366
675	0.404192543
676	0.4040253639
677	0.4038576126
678	0.4035469055
679	0.4034181118
680	0.4032668114
681	0.4030973434
682	0.4029436588
683	0.4025952339
684	0.4023043633
685	0.4021824837
686	0.4019536972
687	0.4017188072
688	0.4014799118
689	0.4013310432
690	0.4011153698
691	0.4008767605
692	0.4006243706
693	0.40041399
694	0.4002520084
695	0.3999370813
696	0.399667263
697	0.3995411396
698	0.3993857145
699	0.399203229
700	0.399164176
701	0.3990501642
702	0.3988056183
703	0.3985441685
704	0.3983097315
705	0.3981572151
706	0.3980208158
707	0.3976852417
708	0.3972939491
709	0.3971382856
710	0.3969184637
711	0.3968052387
712	0.3968018532
713	0.3965489149
714	0.3962412596
715	0.3959327221
716	0.3958032608
717	0.3954993486
718	0.3953485727
719	0.395122695
720	0.3949345112
721	0.3945728779
722	0.3942217827
723	0.3938993692
724	0.3937840462
725	0.3935867548
726	0.3933086157
727	0.3931792259
728	0.3929733753
729	0.3928674459
730	0.3926759005
731	0.3925218105
732	0.3921666384
733	0.3921146393
734	0.3919283628
735	0.3917724133
736	0.3915153265
737	0.3912122726
738	0.3909150839
739	0.3905662775
740	0.3904340744
741	0.3903660059
742	0.390140295
743	0.3899876595
744	0.3896574736
745	0.389334321
746	0.388982749
747	0.3887701511
748	0.3885062933
749	0.3882974148
750	0.3880282402
751	0.3878622055
752	0.3876373529
753	0.3874903679
754	0.3874067783
755	0.3870298624
756	0.3869484186
757	0.3867833138
758	0.3866025448
759	0.3863707781
760	0.3861122608
761	0.3859423399
762	0.3857964754
763	0.3855812311
764	0.3854103804
765	0.3852378845
766	0.3848365784
767	0.3845597506
768	0.384415555
769	0.3843009949
770	0.3841258764
771	0.3838629723
772	0.3836843014
773	0.3833226681
774	0.3831369877
775	0.382928896
776	0.38276124
777	0.3826108456
778	0.3822495937
779	0.3819740772
780	0.3818830013
781	0.381664896
782	0.381509161
783	0.3812241554
784	0.3810031414
785	0.3807722092
786	0.3805417538
787	0.3803996086
788	0.3802783012
789	0.3801727772
790	0.379856348
791	0.3796862364
792	0.3793744564
793	0.3791837215
794	0.3790078402
795	0.3787911415
796	0.3785694361
797	0.3782790422
798	0.378113842
799	0.3779072285
800	0.3776906967
801	0.3774878263
802	0.3772928715
803	0.3771807194
804	0.3769296169
805	0.3766540766
806	0.3764854431
807	0.376302433
808	0.3761288166
809	0.3760689735
810	0.3758697033
811	0.3756044626
812	0.3753288031
813	0.3751620293
814	0.3749306679
815	0.3745819569
816	0.3743107319
817	0.3742084026
818	0.3739782333
819	0.3737202644
820	0.3734632969
821	0.3733268976
822	0.373104763
823	0.3728136539
824	0.3725801468
825	0.3723009825
826	0.3721180439
827	0.371881485
828	0.3715695143
829	0.3714830399
830	0.3712069988
831	0.3710087776
832	0.3707896233
833	0.370552969
834	0.3702567577
835	0.370055151
836	0.3698130846
837	0.3695796728
838	0.3693516731
839	0.3691507101
840	0.3687289476
841	0.3684145927
842	0.3680192947
843	0.3679112673
844	0.3677058697
845	0.3675153732
846	0.3672740936
847	0.3670167208
848	0.3667618275
849	0.3666232109
850	0.3662642241
851	0.3661188602
852	0.3658488512
853	0.3656955242
854	0.3655497074
855	0.3653415918
856	0.3651189804
857	0.3651131153
858	0.3649828672
859	0.3649315357
860	0.3646615028
861	0.3645261526
862	0.3643710136
863	0.3641691446
864	0.3640211344
865	0.3637825251
866	0.3635836601
867	0.3634711742
868	0.363247633
869	0.3630587578
870	0.3628542185
871	0.3626324654
872	0.3623407841
873	0.3622078657
874	0.3620876312
875	0.3618792057
876	0.3617507458
877	0.3615994453
878	0.3614335537
879	0.3613044977
880	0.3611783981
881	0.3610760212
882	0.3609683037
883	0.3607220173
884	0.3605494976
885	0.3604892015
886	0.3603019238
887	0.3600076675
888	0.3598434925
889	0.3596981525
890	0.3595011234
891	0.3593079805
892	0.3591916561
893	0.3590041161
894	0.3588145971
895	0.3586782694
896	0.358390379
897	0.3583003998
898	0.358203721
899	0.3580854893
900	0.3579896927
901	0.357841444
902	0.3576703072
903	0.3575429201
904	0.3572526217
905	0.3571571112
906	0.3568804502
907	0.3565955162
908	0.3565119028
909	0.3564000845
910	0.356221962
911	0.3560617447
912	0.3559880257
913	0.3558109283
914	0.3555670261
915	0.3553709984
916	0.3550825596
917	0.3549830914
918	0.3547688723
919	0.3545394897
920	0.3544068336
921	0.3541983128
922	0.3539117813
923	0.3537181854
924	0.35356462
925	0.3534513474
926	0.3532285213
927	0.3529139996
928	0.3527582645
929	0.3525178432
930	0.3523897648
931	0.3522542238
932	0.3521360874
933	0.3520534992
934	0.3518939972
935	0.3517141342
936	0.3515576124
937	0.3513617277
938	0.3510697126
939	0.3509150267
940	0.3507189035
941	0.3504622459
942	0.350312233
943	0.3501203775
944	0.3499848366
945	0.3498475313
946	0.3496616602
947	0.3495297194
948	0.3493675947
949	0.3491040468
950	0.3489718199
951	0.348749423
952	0.3484865665
953	0.3482926369
954	0.3481852293
955	0.3480478287
956	0.3478502989
957	0.347587347
958	0.3474255562
959	0.3472776175
960	0.3470977545
961	0.3467796326
962	0.3466336012
963	0.346536541
964	0.346365881
965	0.346147871
966	0.3459753752
967	0.3458018303
968	0.3456264496
969	0.3454432964
970	0.345316124
971	0.3451896667
972	0.3450437546
973	0.3448698521
974	0.3444358349
975	0.344183588
976	0.3440933228
977	0.3438146353
978	0.3435961723
979	0.3433938503
980	0.343287158
981	0.3430366039
982	0.3428630829
983	0.3426428318
984	0.3425473928
985	0.3423317909
986	0.3420936584
987	0.3419675589
988	0.3417601585
989	0.3416197777
990	0.3416000366
991	0.3413887739
992	0.3412541389
993	0.3410954714
994	0.340923357
995	0.3408097029
996	0.3408028603
997	0.3405557156
998	0.3403683424
999	0.3401894569
